WORD                  TEXT  LINE  OLEN  WLEN  XPOS  WNUM  FDUR  OBLP  WDLP  FXNO    TXFR                                            
training                29     1     8     8    11  1818   196     4     4  1630      15
criminals               29     1     9     9    22  1819   244     6     6  1631       9
for                     29     1     3     3    29  1820   167     3     3  1636     519
more                    29     1     4     4    31  1821   158     1     1  1635     168
crime.                  29     1     6     5    36  1822   193     1     1  1632      13
crime.                  29     1     6     5    35  1822   167     0     0  1637      13
Many                   -99     0     0     0     0  1823     0     0     0     0       0
of                      29     1     2     2    48  1824   201     1     1  1634    1757
the                     29     1     3     3    53  1825   257     3     3  1638    3511
alternatives            29     1    12    12    61  1826   225     7     7  1639       2
to                     -99     0     0     0     0  1827     0     0     0     0       0
prison                  29     1     6     6    73  1828   241     3     3  1640      23
may                     29     1     3     3    78  1829   173     1     1  1641      67
not                    -99     0     0     0     0  1830     0     0     0     0       0
result                  29     2     6     6     5  1831   224     1     1  1642      14
in                     -99     0     0     0     0  1832     0     0     0     0       0
much                   -99     0     0     0     0  1833     0     0     0     0       0
better                  29     2     6     6    19  1834   217     0     0  1643      26
reoffending             29     2    11    11    29  1835   242     3     3  1644       2
reoffending             29     2    11    11    33  1835   348     7     7  1646       2
rates,                  29     2     6     5    39  1836   162     1     1  1645       5
rates,                  29     2     6     5    44  1836   163     6     6  1647       5
but                    -99     0     0     0     0  1837     0     0     0     0       0
at                     -99     0     0     0     0  1838     0     0     0     0       0
least                   29     2     5     5    54  1839   198     2     2  1648      26
they                   -99     0     0     0     0  1840     0     0     0     0       0
are                     29     2     3     3    64  1841   163     1     1  1649     351
are                     29     2     3     3    66  1841   225     3     3  1651     351
cheaper.                29     2     8     7    70  1842   176     3     3  1650       6
Mr                     -99     0     0     0     0  1843     0     0     0     0       0
Blunkett                29     3     8     8     7  1844   273     4     4  1652       3
Blunkett                29     3     8     8     3  1844    84     0     0  1653       3
should                 -99     0     0     0     0  1845     0     0     0     0       0
make                    29     3     4     4    21  1846   243     2     2  1655      60
the                    -99     0     0     0     0  1847     0     0     0     0       0
radically               29     3     9     9    31  1848   188     3     3  1656       1
pragmatic               29     3     9     9    42  1849   287     4     4  1657       2
case                    29     3     4     4    51  1850   231     3     3  1658      26
for                    -99     0     0     0     0  1851     0     0     0     0       0
the                     29     3     3     3    57  1852   107     0     0  1660    3511
humane                  29     3     6     6    62  1853   242     1     1  1659       2
treatment               29     3     9     9    70  1854   153     2     2  1661       6
treatment               29     3     9     9    77  1854   112     9     9  1662       6
of                     -99     0     0     0     0  1855     0     0     0     0       0
the                    -99     0     0     0     0  1856     0     0     0     0       0
nation's                29     4     8     8     5  1857   256     1     1  1663       4
criminals               29     4     9     9    17  1858   247     4     4  1664       9
as                     -99     0     0     0     0  1859     0     0     0     0       0
a                       29     4     1     1    26  1860   135     0     0  1669    1434
first                   29     4     5     5    29  1861   227     1     1  1665      87
first                   29     4     5     5    28  1861   176     0     0  1668      87
step                   -99     0     0     0     0  1862     0     0     0     0       0
in                      29     4     2     2    41  1863   195     2     2  1666    1091
tackling                29     4     8     8    47  1864   168     5     5  1667       3
the                    -99     0     0     0     0  1865     0     0     0     0       0
causes                 -99     0     0     0     0  1866     0     0     0     0       0
of                     -99     0     0     0     0  1867     0     0     0     0       0
crime.                 -99     0     0     0     0  1868     0     0     0     0       0
Here's                  30     1     6     6     6  1869   212     6     6  1671     -99
something               30     1     9     9    13  1870   177     6     6  1672      29
to                     -99     0     0     0     0  1871     0     0     0     0       0
chew                   -99     0     0     0     0  1872     0     0     0     0       0
over                    30     1     4     4    26  1873   260     1     1  1673      76
when                    30     1     4     4    34  1874   178     4     4  1674     144
pondering               30     1     9     9    43  1875   175     8     8  1675       1
the                    -99     0     0     0     0  1876     0     0     0     0       0
growing                 30     1     7     7    55  1877   202     6     6  1676       9
problem                 30     1     7     7    63  1878   234     6     6  1677      24
of                     -99     0     0     0     0  1879     0     0     0     0       0
obese                   30     1     5     5    70  1880   182     2     2  1678       1
obese                   30     1     5     5    72  1880    65     4     4  1679       1
children.               30     2     9     8     5  1881   216     5     5  1680      43
The                    -99     0     0     0     0  1882     0     0     0     0       0
fattest                 30     2     7     7    19  1883   325     5     5  1684       1
child                   30     2     5     5    22  1884   176     0     0  1681      17
in                      30     2     2     2    29  1885   196     1     1  1682    1091
my                     -99     0     0     0     0  1886     0     0     0     0       0
daughter's              30     2    10    10    37  1887    83     3     3  1683     -99
primary                 30     2     7     7    45  1888   188     0     0  1685       3
school                  30     2     6     6    56  1889   168     3     3  1686      19
class                  -99     0     0     0     0  1890     0     0     0     0       0
was                     30     2     3     3    66  1891   171     0     0  1687     383
also                    30     2     4     4    74  1892   149     4     4  1688      58
the                     30     2     3     3    78  1893   105     3     3  1689    3511
cleverest.              30     3    10     9     4  1894   196     4     4  1690       1
cleverest.              30     3    10     9     3  1894   227     3     3  1691       1
Her                    -99     0     0     0     0  1895     0     0     0     0       0
mother                  30     3     6     6    20  1896   211     5     5  1692      11
came                   -99     0     0     0     0  1897     0     0     0     0       0
from                    30     3     4     4    31  1898   179     4     4  1693     248
Kuala                   30     3     5     5    37  1899   243     5     5  1697       1
Lumpur                  30     3     6     6    39  1900   255     1     1  1694       1
Lumpur                  30     3     6     6    42  1900    89     4     4  1695       1
and                    -99     0     0     0     0  1901     0     0     0     0       0
latched                 30     3     7     7    53  1902   230     4     4  1698       1
onto                    30     3     4     4    61  1903   185     4     4  1699       3
me                     -99     0     0     0     0  1904     0     0     0     0       0
as                      30     3     2     2    66  1905   205     1     1  1700     422
a                      -99     0     0     0     0  1906     0     0     0     0       0
fellow                  30     3     6     6    72  1907   177     2     2  1701       2
Eurasian                30     4     8     8     5  1908   242     5     5  1702       1
Eurasian                30     4     8     8     4  1908   271     4     4  1703       1
when                    30     4     4     4    11  1909   186     2     2  1713     144
we                      30     4     2     2    15  1910   206     1     1  1704     179
we                      30     4     2     2    15  1910   192     1     1  1712     179
waited                  30     4     6     6    20  1911   186     3     3  1711       1
to                      30     4     2     2    25  1912   218     1     1  1705    1597
to                      30     4     2     2    24  1912   149     0     0  1710    1597
collect                 30     4     7     7    33  1913   206     6     6  1706       2
collect                 30     4     7     7    29  1913   167     2     2  1709       2
our                    -99     0     0     0     0  1914     0     0     0     0       0
children                30     4     8     8    41  1915   179     2     2  1707      43
after                   30     4     5     5    53  1916   139     5     5  1708      62
school.                -99     0     0     0     0  1917     0     0     0     0       0
Far                    -99     0     0     0     0  1918     0     0     0     0       0
from                    30     4     4     4    74  1919   190     4     4  1714     248
being                  -99     0     0     0     0  1920     0     0     0     0       0
worried                -99     0     0     0     0  1921     0     0     0     0       0
or                     -99     0     0     0     0  1922     0     0     0     0       0
embarrassed            -99     0     0     0     0  1923     0     0     0     0       0
by                     -99     0     0     0     0  1924     0     0     0     0       0
Hannah's               -99     0     0     0     0  1925     0     0     0     0       0
Humpty                 -99     0     0     0     0  1926     0     0     0     0       0
Dumpty                 -99     0     0     0     0  1927     0     0     0     0       0
physique               -99     0     0     0     0  1928     0     0     0     0       0
-                      -99     0     0     0     0  1929     0     0     0     0       0
at                     -99     0     0     0     0  1930     0     0     0     0       0
seven                  -99     0     0     0     0  1931     0     0     0     0       0
her                    -99     0     0     0     0  1932     0     0     0     0       0
daughter                31     1     8     8     5  1933   232     5     5  1716       2
weighed                 31     1     7     7    14  1934   221     5     5  1717       2
close                   31     1     5     5    22  1935   223     5     5  1718      12
to                     -99     0     0     0     0  1936     0     0     0     0       0
10                     -99     0     0     0     0  1937     0     0     0     0       0
stone                   31     1     5     5    30  1938   192     1     1  1719       2
stone                   31     1     5     5    32  1938   226     3     3  1720       2
-                      -99     0     0     0     0  1939     0     0     0     0       0
she                    -99     0     0     0     0  1940     0     0     0     0       0
was                    -99     0     0     0     0  1941     0     0     0     0       0
obviously               31     1     9     9    46  1942   329     1     1  1722       5
proud                   31     1     5     5    55  1943   207     0     0  1723       4
proud                   31     1     5     5    59  1943   170     4     4  1724       4
of                     -99     0     0     0     0  1944     0     0     0     0       0
what                    31     1     4     4    68  1945   296     4     4  1725     125
she                    -99     0     0     0     0  1946     0     0     0     0       0
called                  31     1     6     6    76  1947    89     3     3  1726      22
Hannah's                31     2     8     8     6  1948   120     6     6  1727     -99
'very                  -99     0     0     0     0  1949     0     0     0     0       0
good                    31     2     4     4    15  1950   242     0     0  1728      52
good                    31     2     4     4    19  1950   198     4     4  1730      52
size'.                  31     2     6     4    21  1951   229     1     1  1729      10
size'.                  31     2     6     4    25  1951   213     5     5  1731      10
At                     -99     0     0     0     0  1952     0     0     0     0       0
break,                  31     2     6     5    38  1953   250     4     4  1732       5
while                  -99     0     0     0     0  1954     0     0     0     0       0
the                     31     2     3     3    47  1955   101     0     0  1733    3511
others                  31     2     6     6    53  1956    63     2     2  1734      12
others                  31     2     6     6    54  1956    65     3     3  1735      12
played                  31     2     6     6    64  1957   241     6     6  1736       3
football,              -99     0     0     0     0  1958     0     0     0     0       0
Hannah                  31     3     6     6     6  1959   212     6     6  1737       8
sat                    -99     0     0     0     0  1960     0     0     0     0       0
on                     -99     0     0     0     0  1961     0     0     0     0       0
a                      -99     0     0     0     0  1962     0     0     0     0       0
bench                  -99     0     0     0     0  1963     0     0     0     0       0
absorbed                31     3     8     8    25  1964   228     3     3  1738       1
in                      31     3     2     2    33  1965   233     2     2  1741    1091
the                    -99     0     0     0     0  1966     0     0     0     0       0
Reader's                31     3     8     8    39  1967   251     1     1  1739      28
Digest                  31     3     6     6    48  1968   136     1     1  1740       1
or                      31     3     2     2    56  1969   176     2     2  1743     194
the                     31     3     3     3    59  1970   219     2     2  1742    3511
Ladybird                31     3     8     8    65  1971   159     4     4  1744       1
Guide                   31     3     5     5    71  1972   191     1     1  1745       9
Guide                   31     3     5     5    75  1972    75     5     5  1746       9
to                     -99     0     0     0     0  1973     0     0     0     0       0
the                    -99     0     0     0     0  1974     0     0     0     0       0
Solar                   31     4     5     5     4  1975   255     0     0  1747       2
System                 -99     0     0     0     0  1976     0     0     0     0       0
steadily                31     4     8     8    19  1977   263     2     2  1748       1
working                 31     4     7     7    30  1978   210     4     4  1749      22
her                    -99     0     0     0     0  1979     0     0     0     0       0
way                     31     4     3     3    41  1980   230     3     3  1750      58
through                -99     0     0     0     0  1981     0     0     0     0       0
a                      -99     0     0     0     0  1982     0     0     0     0       0
family                  31     4     6     6    52  1983    91     0     0  1751      14
size                    31     4     4     4    59  1984   170     0     0  1753      10
pack                    31     4     4     4    66  1985   218     2     2  1754       3
of                     -99     0     0     0     0  1986     0     0     0     0       0
mini                    31     4     4     4    72  1987   140     0     0  1755       1
Mars                    31     5     4     4     3  1988   314     3     3  1757       1
bars.                   31     5     5     4     5  1989   161     0     0  1756       2
She                    -99     0     0     0     0  1990     0     0     0     0       0
came                   -99     0     0     0     0  1991     0     0     0     0       0
to                      31     5     2     2    21  1992   194     1     1  1758    1597
to                      31     5     2     2    20  1992   206     0     0  1760    1597
tea                    -99     0     0     0     0  1993     0     0     0     0       0
once                    31     5     4     4    28  1994   208     1     1  1759      23
once                    31     5     4     4    29  1994   196     2     2  1761      23
and                    -99     0     0     0     0  1995     0     0     0     0       0
explained               31     5     9     9    39  1996   213     3     3  1762       7
why,                    31     5     4     3    47  1997   196     1     1  1763      35
although                31     5     8     8    57  1998   169     6     6  1764      19
although                31     5     8     8    55  1998   128     4     4  1767      19
the                     31     5     3     3    61  1999   197     1     1  1766    3511
individual              31     5    10    10    65  2000   214     1     1  1765       8
galaxies                32     1     8     8     5  2001   282     5     5  1769       1
galaxies                32     1     8     8     6  2001   184     6     6  1773       1
galaxies                32     1     8     8     4  2001   264     4     4  1774       1
were                   -99     0     0     0     0  2002     0     0     0     0       0
constricting,           32     1    13    12    17  2003   258     3     3  1770       1
constricting,           32     1    13    12    23  2003   260     9     9  1771       1
constricting,           32     1    13    12    15  2003   176     1     1  1772       1
the                    -99     0     0     0     0  2004     0     0     0     0       0
universe                32     1     8     8    33  2005   247     1     1  1775       2
itself                 -99     0     0     0     0  2006     0     0     0     0       0
was                     32     1     3     3    48  2007   188     0     0  1776     383
was                     32     1     3     3    48  2007   331     0     0  1778     383
expanding.              32     1    10     9    56  2008   259     4     4  1777       2
She                    -99     0     0     0     0  2009     0     0     0     0       0
wanted                  32     1     6     6    71  2010   117     4     4  1779      14
to                     -99     0     0     0     0  2011     0     0     0     0       0
be                      32     1     2     2    77  2012   188     0     0  1781     423
be                      32     1     2     2    78  2012    85     1     1  1782     423
an                     -99     0     0     0     0  2013     0     0     0     0       0
astronaut.              32     2    10     9     5  2014   146     2     2  1783       1
astronaut.              32     2    10     9     3  2014   269     0     0  1784       1
I                      -99     0     0     0     0  2015     0     0     0     0       0
had                    -99     0     0     0     0  2016     0     0     0     0       0
just                    32     2     4     4    24  2017   170     0     0  1785      75
come                   -99     0     0     0     0  2018     0     0     0     0       0
back                    32     2     4     4    34  2019   218     0     0  1786      38
from                   -99     0     0     0     0  2020     0     0     0     0       0
a                      -99     0     0     0     0  2021     0     0     0     0       0
press                   32     2     5     5    47  2022   180     1     1  1787      14
trip                    32     2     4     4    55  2023   236     3     3  1788       3
to                     -99     0     0     0     0  2024     0     0     0     0       0
Hawaii                  32     2     6     6    63  2025   168     3     3  1789       1
where                   32     2     5     5    71  2026   189     4     4  1790      58
one                    -99     0     0     0     0  2027     0     0     0     0       0
morning                -99     0     0     0     0  2028     0     0     0     0       0
all                    -99     0     0     0     0  2029     0     0     0     0       0
of                     -99     0     0     0     0  2030     0     0     0     0       0
us,                     32     3     3     2    18  2031   279     3     3  1791      86
apart                  -99     0     0     0     0  2032     0     0     0     0       0
from                   -99     0     0     0     0  2033     0     0     0     0       0
a                      -99     0     0     0     0  2034     0     0     0     0       0
Midlands                32     3     8     8    33  2035   219     1     1  1792       2
radio                   32     3     5     5    43  2036   143     2     2  1793       9
presenter               32     3     9     9    47  2037    58     0     0  1795       1
presenter               32     3     9     9    50  2037    58     3     3  1796       1
presenter               32     3     9     9    50  2037   128     3     3  1797       1
called                  32     3     6     6    63  2038   188     6     6  1798      22
Kenny,                  32     3     6     5    65  2039   156     1     1  1799       6
had                     32     3     3     3    74  2040   160     3     3  1800     130
been                   -99     0     0     0     0  2041     0     0     0     0       0
taken                   32     4     5     5     4  2042   302     4     4  1801      21
by                     -99     0     0     0     0  2043     0     0     0     0       0
helicopter             -99     0     0     0     0  2044     0     0     0     0       0
to                     -99     0     0     0     0  2045     0     0     0     0       0
see                    -99     0     0     0     0  2046     0     0     0     0       0
some                    32     4     4     4    28  2047   233     1     1  1802      86
spectacular             32     4    11    11    36  2048   199     4     4  1803       3
waterfalls.             32     4    11    10    46  2049   365     2     2  1804       1
Kenny                   32     4     5     5    59  2050   252     3     3  1805       6
couldn't                32     4     8     8    67  2051   153     5     5  1806     -99
couldn't                32     4     8     8    70  2051    91     8     8  1807     -99
come                   -99     0     0     0     0  2052     0     0     0     0       0
because                 32     5     7     7     4  2053   189     4     4  1808      78
the                    -99     0     0     0     0  2054     0     0     0     0       0
tour                   -99     0     0     0     0  2055     0     0     0     0       0
guide                   32     5     5     5    22  2056   211     5     5  1809       9
said                   -99     0     0     0     0  2057     0     0     0     0       0
he                     -99     0     0     0     0  2058     0     0     0     0       0
was                    -99     0     0     0     0  2059     0     0     0     0       0
too                     32     5     3     3    37  2060   250     2     2  1810      56
fat                    -99     0     0     0     0  2061     0     0     0     0       0
and                    -99     0     0     0     0  2062     0     0     0     0       0
would                   32     5     5     5    49  2063   163     2     2  1811     146
would                   32     5     5     5    47  2063   222     0     0  1816     146
upset                   32     5     5     5    58  2064   204     5     5  1812       2
upset                   32     5     5     5    53  2064   184     0     0  1815       2
the                    -99     0     0     0     0  2065     0     0     0     0       0
balance                 32     5     7     7    65  2066   186     2     2  1813       3
of                      32     5     2     2    72  2067   281     1     1  1814    1757
the                    -99     0     0     0     0  2068     0     0     0     0       0
helicopter.             33     1    11    10     4  2069   279     4     4  1817       3
I'd                    -99     0     0     0     0  2070     0     0     0     0       0
told                    33     1     4     4    19  2071   164     3     3  1818      21
the                    -99     0     0     0     0  2072     0     0     0     0       0
children                33     1     8     8    31  2073   147     6     6  1819      43
about                  -99     0     0     0     0  2074     0     0     0     0       0
Kenny                   33     1     5     5    43  2075   243     3     3  1820       6
and                    -99     0     0     0     0  2076     0     0     0     0       0
hoped                   33     1     5     5    52  2077   148     2     2  1821       2
they                   -99     0     0     0     0  2078     0     0     0     0       0
wouldn't                33     1     8     8    64  2079   243     3     3  1822     -99
bring                   33     1     5     5    73  2080   182     3     3  1823       7
bring                   33     1     5     5    75  2080    56     5     5  1824       7
it                     -99     0     0     0     0  2081     0     0     0     0       0
up.                     33     2     3     2     1  2082    72     1     1  1829     135
They                    33     2     4     4     4  2083   216     0     0  1828     258
didn't                  33     2     6     6    14  2084    64     5     5  1827     -99
because,                33     2     8     7    23  2085   154     7     7  1825      78
because,                33     2     8     7    17  2085   180     1     1  1826      78
because,                33     2     8     7    17  2085   212     1     1  1830      78
believe                 33     2     7     7    26  2086   208     1     1  1831      20
believe                 33     2     7     7    31  2086   125     6     6  1834      20
it                     -99     0     0     0     0  2087     0     0     0     0       0
or                      33     2     2     2    38  2088   181     2     2  1833     194
not,                    33     2     4     3    42  2089   178     3     3  1832     277
they                   -99     0     0     0     0  2090     0     0     0     0       0
really                  33     2     6     6    53  2091   195     4     4  1835      34
hadn't                 -99     0     0     0     0  2092     0     0     0     0       0
noticed                 33     2     7     7    65  2093   142     2     2  1836       3
Hannah                  33     2     6     6    72  2094   132     1     1  1837       8
was                     33     3     3     3     3  2095   269     3     3  1839     383
overweight.             33     3    11    10     5  2096   177     1     1  1838       1
overweight.             33     3    11    10     8  2096   209     4     4  1852       1
'Hannah                 33     3     7     6    22  2097   182     6     5  1840       8
'Hannah                 33     3     7     6    20  2097   173     4     3  1851       8
'Hannah                 33     3     7     6    17  2097   218     1     0  1853       8
the                     33     3     3     3    25  2098   412     1     1  1850    3511
clever                  33     3     6     6    33  2099   218     5     5  1841       3
clever                  33     3     6     6    30  2099   184     2     2  1854       3
one,'                   33     3     5     3    37  2100   138     2     2  1842     176
one,'                   33     3     5     3    36  2100    87     1     1  1849     176
they'd                  33     3     6     6    46  2101   186     5     5  1843     -99
they'd                  33     3     6     6    44  2101   211     3     3  1855     -99
say,                   -99     0     0     0     0  2102     0     0     0     0       0
not                     33     3     3     3    56  2103   173     3     3  1844     277
not                     33     3     3     3    53  2103   144     0     0  1856     277
'Hannah                 33     3     7     6    62  2104    72     5     4  1845       8
'Hannah                 33     3     7     6    60  2104   237     3     2  1848       8
'Hannah                 33     3     7     6    64  2104   301     7     6  1857       8
she's                   33     3     5     5    69  2105   281     4     4  1846     -99
she's                   33     3     5     5    67  2105   231     2     2  1847     -99
fat.'                   33     3     5     3    74  2106   217     3     3  1858       8
I                      -99     0     0     0     0  2107     0     0     0     0       0
wish                    33     4     4     4     4  2108    82     2     2  1864       5
this                    33     4     4     4     9  2109   247     2     2  1863     293
story                   33     4     5     5    16  2110   276     4     4  1859      14
had                     33     4     3     3    19  2111   164     1     1  1862     130
a                      -99     0     0     0     0  2112     0     0     0     0       0
happy                   33     4     5     5    25  2113   215     1     1  1860       7
happy                   33     4     5     5    25  2113   228     1     1  1861       7
ending                  33     4     6     6    35  2114   300     5     5  1867       1
for                     33     4     3     3    39  2115   221     2     2  1868     519
there's                 33     4     7     7    42  2116   218     1     1  1865     -99
there's                 33     4     7     7    47  2116   120     6     6  1866     -99
there's                 33     4     7     7    47  2116    64     6     6  1869     -99
no                     -99     0     0     0     0  2117     0     0     0     0       0
reason                 -99     0     0     0     0  2118     0     0     0     0       0
why                    -99     0     0     0     0  2119     0     0     0     0       0
stories                -99     0     0     0     0  2120     0     0     0     0       0
about                   33     4     5     5    74  2121   411     3     3  1870     164
fat                    -99     0     0     0     0  2122     0     0     0     0       0
people                 -99     0     0     0     0  2123     0     0     0     0       0
shouldn't.             -99     0     0     0     0  2124     0     0     0     0       0
Take                   -99     0     0     0     0  2125     0     0     0     0       0
Kenny.                 -99     0     0     0     0  2126     0     0     0     0       0
From                    33     5     4     4    32  2127   172     2     2  1871     248
the                    -99     0     0     0     0  2128     0     0     0     0       0
neck                    33     5     4     4    43  2129   216     4     4  1872       1
down                    33     5     4     4    46  2130    93     2     2  1874      38
he                     -99     0     0     0     0  2131     0     0     0     0       0
looked                  33     5     6     6    52  2132   202     0     0  1873       6
like                   -99     0     0     0     0  2133     0     0     0     0       0
Mr                      33     5     2     2    66  2134   262     2     2  1875     109
Blobby                  33     5     6     6    72  2135   185     5     5  1876       1
but                    -99     0     0     0     0  2136     0     0     0     0       0
he                      33     5     2     2    78  2137   352     0     0  1877     265
had                     34     1     3     3     1  2138   204     1     1  1878     130
a                      -99     0     0     0     0  2139     0     0     0     0       0
surprisingly            34     1    12    12     8  2140   258     2     2  1879       1
lean,                   34     1     5     4    19  2141   169     0     0  1880       4
lean,                   34     1     5     4    24  2141   176     5     5  1881       4
mean                    34     1     4     4    29  2142    62     4     4  1883      17
profile                 34     1     7     7    31  2143   179     1     1  1882       2
and                    -99     0     0     0     0  2144     0     0     0     0       0
a                      -99     0     0     0     0  2145     0     0     0     0       0
devastatingly           34     1    13    13    44  2146   110     0     0  1884       1
devastatingly           34     1    13    13    47  2146   243     3     3  1885       1
devastatingly           34     1    13    13    53  2146   340     9     9  1887       1
sexy                    34     1     4     4    60  2147   316     2     2  1886       2
voice.                 -99     0     0     0     0  2148     0     0     0     0       0
Women                   34     1     5     5    72  2149   157     2     2  1888      20
in                      34     1     2     2    76  2150   117     0     0  1889    1091
the                     34     2     3     3     3  2151   203     3     3  1890    3511
Midlands               -99     0     0     0     0  2152     0     0     0     0       0
wrote                  -99     0     0     0     0  2153     0     0     0     0       0
in                      34     2     2     2    19  2154   187     0     0  1891    1091
every                   34     2     5     5    27  2155   250     5     5  1892      45
week                   -99     0     0     0     0  2156     0     0     0     0       0
to                     -99     0     0     0     0  2157     0     0     0     0       0
tell                    34     2     4     4    37  2158   216     1     1  1893      13
Kenny                  -99     0     0     0     0  2159     0     0     0     0       0
how                     34     2     3     3    47  2160   186     0     0  1894      59
much                   -99     0     0     0     0  2161     0     0     0     0       0
they                    34     2     4     4    59  2162   184     3     3  1895     258
fancied                 34     2     7     7    67  2163   228     6     6  1896       1
him.                   -99     0     0     0     0  2164     0     0     0     0       0
When                    34     2     4     4    76  2165   146     2     2  1897     144
we                     -99     0     0     0     0  2166     0     0     0     0       0
got                     34     3     3     3     4  2167   226     1     1  1898       9
back                   -99     0     0     0     0  2168     0     0     0     0       0
from                   -99     0     0     0     0  2169     0     0     0     0       0
our                    -99     0     0     0     0  2170     0     0     0     0       0
waterfall               34     3     9     9    25  2171   184     4     4  1899       1
trip,                   34     3     5     4    32  2172   176     1     1  1900       3
we                     -99     0     0     0     0  2173     0     0     0     0       0
found                   34     3     5     5    44  2174   208     4     4  1901      29
him                    -99     0     0     0     0  2175     0     0     0     0       0
on                     -99     0     0     0     0  2176     0     0     0     0       0
the                     34     3     3     3    56  2177   213     3     3  1902    3511
hotel                  -99     0     0     0     0  2178     0     0     0     0       0
terrace                 34     3     7     7    65  2179   180     2     2  1903       2
drinking                34     3     8     8    73  2180   181     2     2  1904       1
beer                   -99     0     0     0     0  2181     0     0     0     0       0
and                     34     4     3     3     7  2182   243     2     2  1906    1283
and                     34     4     3     3     5  2182    76     0     0  1907    1283
dealing                 34     4     7     7    12  2183   158     3     3  1908       5
dealing                 34     4     7     7    11  2183   213     2     2  1911       5
with                    34     4     4     4    19  2184   171     2     2  1910     393
his                    -99     0     0     0     0  2185     0     0     0     0       0
fan                     34     4     3     3    27  2186   290     1     1  1909       2
mail.                  -99     0     0     0     0  2187     0     0     0     0       0
Hannah,                 34     4     7     6    47  2188   238     7     7  1912       8
I'm                    -99     0     0     0     0  2189     0     0     0     0       0
sure,                   34     4     5     4    53  2190   225     1     1  1913      14
could                   34     4     5     5    61  2191   170     3     3  1914      84
have                   -99     0     0     0     0  2192     0     0     0     0       0
ended                   34     4     5     5    70  2193   261     1     1  1915       6
up                      34     4     2     2    77  2194   169     2     2  1916     135
as                     -99     0     0     0     0  2195     0     0     0     0       0
content                 34     5     7     7     3  2196   307     3     3  1917       3
as                     -99     0     0     0     0  2197     0     0     0     0       0
Kenny,                 -99     0     0     0     0  2198     0     0     0     0       0
but                    -99     0     0     0     0  2199     0     0     0     0       0
at                     -99     0     0     0     0  2200     0     0     0     0       0
12                      34     5     2     2    25  2201   260     0     0  1918     -99
she                    -99     0     0     0     0  2202     0     0     0     0       0
was                    -99     0     0     0     0  2203     0     0     0     0       0
screwed                 34     5     7     7    37  2204   233     1     1  1919       1
up                     -99     0     0     0     0  2205     0     0     0     0       0
by                      34     5     2     2    47  2206   183     0     0  1921     252
the                     34     5     3     3    52  2207   214     2     2  1920    3511
therapist              -99     0     0     0     0  2208     0     0     0     0       0
her                     34     5     3     3    64  2209   206     0     0  1923     107
mother                  34     5     6     6    68  2210   328     0     0  1922      11
got                     34     5     3     3    76  2211   653     1     1  1924       9
hold                    35     1     4     4     4  2212   165     4     4  1926       5
of                     -99     0     0     0     0  2213     0     0     0     0       0
to                     -99     0     0     0     0  2214     0     0     0     0       0
help                    35     1     4     4    15  2215   215     4     4  1927      21
her                    -99     0     0     0     0  2216     0     0     0     0       0
lose                    35     1     4     4    24  2217   170     4     4  1928       7
weight.                 35     1     7     6    28  2218   195     3     3  1929       7
Please                 -99     0     0     0     0  2219     0     0     0     0       0
note                    35     1     4     4    40  2220   227     0     0  1930       2
it                     -99     0     0     0     0  2221     0     0     0     0       0
wasn't                  35     1     6     6    51  2222   101     3     3  1931     -99
Hannah                  35     1     6     6    60  2223   253     5     5  1932       8
who                    -99     0     0     0     0  2224     0     0     0     0       0
wanted                  35     1     6     6    71  2225   314     5     5  1933      14
wanted                  35     1     6     6    70  2225   282     4     4  1935      14
to                     -99     0     0     0     0  2226     0     0     0     0       0
look                    35     1     4     4    77  2227   155     1     1  1934      18
like                    35     2     4     4     4  2228   158     4     4  1936      99
like                    35     2     4     4     2  2228   236     2     2  1937      99
Kate                   -99     0     0     0     0  2229     0     0     0     0       0
Moss,                   35     2     5     4    13  2230   184     3     3  1938       1
it                     -99     0     0     0     0  2231     0     0     0     0       0
was                    -99     0     0     0     0  2232     0     0     0     0       0
her                     35     2     3     3    23  2233   247     0     0  1942     107
mother                  35     2     6     6    27  2234   196     0     0  1939      11
mother                  35     2     6     6    33  2234   182     6     6  1941      11
forcing                 35     2     7     7    36  2235   224     2     2  1940       2
her.                   -99     0     0     0     0  2236     0     0     0     0       0
From                   -99     0     0     0     0  2237     0     0     0     0       0
being                   35     2     5     5    52  2238   223     0     0  1943      54
a                      -99     0     0     0     0  2239     0     0     0     0       0
bright,                 35     2     7     6    61  2240   123     1     1  1944       2
happy,                  35     2     6     5    68  2241   405     0     0  1945       7
clever                  35     3     6     6     4  2242   187     4     4  1946       3
clever                  35     3     6     6     3  2242   127     3     3  1947       3
fat                     35     3     3     3     8  2243   241     1     1  1948       8
girl,                  -99     0     0     0     0  2244     0     0     0     0       0
Hannah                 -99     0     0     0     0  2245     0     0     0     0       0
became                  35     3     6     6    25  2246   189     1     1  1949      22
a                      -99     0     0     0     0  2247     0     0     0     0       0
depressed               35     3     9     9    38  2248   206     5     5  1950       2
neurotic                35     3     8     8    48  2249   253     5     5  1951       1
anorexic                35     3     8     8    55  2250   284     3     3  1952       1
teenager                35     3     8     8    62  2251   259     1     1  1953       2
teenager                35     3     8     8    66  2251   199     5     5  1955       2
who                     35     3     3     3    73  2252   217     3     3  1954     157
only                    35     3     4     4    75  2253   139     1     1  1956      97
read                    35     4     4     4     4  2254   199     4     4  1957       9
